unit,attribute,control_tier,workflow_role,reference_available,reference_source,reference_total,census_available,census_source,census_total,seed_total,seed_to_reference_ratio,seed_to_census_ratio,n_categories,tvd,mae_pp,rmse_pp,max_abs_pp,target_provenance,smoothing_mode,raw_target_total,effective_target_total,donor_support_mass,fit_error
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8290.0,37.68181818181818,37.68181818181818,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,220.0,220.0,237.0,0.09083665656444634
person,sex,tier_1,joint_fit,True,smoothed_direct_da,580.0,True,smoothed_direct_da,580.0,15546.0,26.80344827586207,26.80344827586207,2,0.016019199971608167,1.6019199971608167,1.6019199971608167,1.6019199971608167,direct_da,direct,580.0,580.0,286.0,0.1863119252650309
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,580.0,True,smoothed_direct_da,580.0,15546.0,26.80344827586207,26.80344827586207,15,0.17889178722101703,2.3852238296135604,3.413282762246819,10.347600225360113,direct_da,direct,580.0,580.0,287.0,0.4801382174218348
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,285.0,True,smoothed_direct_da,285.0,8616.0,30.231578947368423,30.231578947368423,5,0.10728509993647067,4.291403997458827,5.805822606556308,10.728509993647068,direct_da,direct,285.0,285.0,295.0,0.18986311773117953
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8616.0,29.71034482758621,29.71034482758621,5,0.11424214772836422,4.569685909134568,5.728059170505182,11.424214772836416,direct_da,direct,290.0,290.0,295.0,0.15838793560721293
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,10766.0,25.942168674698795,25.942168674698795,3,0.038801313371636274,2.586754224775752,2.8341758170958005,3.880131337163628,direct_da,direct,415.0,415.0,260.0,0.16149616418370072
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,12871.0,25.742,25.742,3,0.04072410846088105,2.7149405640587365,2.9847177564033687,4.072410846088104,direct_da,direct,500.0,500.0,287.0,0.09723503690904522
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,12871.0,25.742,25.742,4,0.07312640820449069,3.656320410224535,4.318547612851786,7.312640820449068,direct_da,direct,500.0,500.0,287.0,0.26658605654914425
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,2,0.27365366759517185,27.365366759517183,27.365366759517183,27.365366759517183,direct_da,direct,300.0,300.0,295.0,0.3620283391230421
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8613.0,29.7,29.7,3,0.018460466736328823,1.2306977824219216,1.4752312181511356,1.846046673632884,direct_da,direct,290.0,290.0,295.0,0.04916811885661252
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,655.0,True,smoothed_direct_da,655.0,15417.0,23.53740458015267,23.53740458015267,2,0.017913703867100228,1.7913703867100228,1.7913703867100228,1.7913703867100228,direct_da,direct,655.0,655.0,285.0,0.22206234166924974
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,655.0,True,smoothed_direct_da,655.0,15417.0,23.53740458015267,23.53740458015267,3,0.04762859676564042,3.175239784376028,3.8732478657620617,4.762859676564046,direct_da,direct,655.0,655.0,285.0,0.358310900489168
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,160.0,True,smoothed_direct_da,160.0,1582.0,9.8875,9.8875,4,0.8437500000000001,42.18750000000001,52.99049337434474,82.73151074589128,direct_da,direct,160.0,160.0,20.0,0.9586860620497374
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,160.0,True,smoothed_direct_da,160.0,5714.0,35.7125,35.7125,5,0.24309809240462021,9.723923696184809,11.506071152773705,18.044495974798743,direct_da,direct,160.0,160.0,150.0,0.201081112320251
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,5,0.15986536675951718,6.394614670380687,7.250225601113006,9.387186629526461,direct_da,direct,300.0,300.0,295.0,0.28332445445266446
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,8616.0,14.36,14.36,11,0.3494428969359331,6.353507217016966,8.761116359358216,18.88811513463324,direct_da,direct,600.0,600.0,295.0,0.5724531712761866
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,305.0,True,smoothed_direct_da,305.0,8616.0,28.249180327868853,28.249180327868853,3,0.08917834908747738,5.945223272498492,6.596819294595242,8.917834908747741,direct_da,direct,305.0,305.0,295.0,0.17739401987270323
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8290.0,27.633333333333333,27.633333333333333,2,0.0020707679935665427,0.20707679935665427,0.20707679935665427,0.20707679935665496,direct_da,direct,300.0,300.0,290.0,0.04932149835379461
person,sex,tier_1,joint_fit,True,smoothed_direct_da,750.0,True,smoothed_direct_da,750.0,15546.0,20.728,20.728,2,0.01211115399459664,1.211115399459664,1.211115399459664,1.2111153994596668,direct_da,direct,750.0,750.0,386.0,0.053650159027567645
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,750.0,True,smoothed_direct_da,750.0,15546.0,20.728,20.728,15,0.12450276598481924,1.6600368797975897,2.3992384730485465,5.682747973755306,direct_da,direct,750.0,750.0,386.0,0.3001709037769528
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,5,0.0789229340761374,3.156917363045496,4.312431536612251,7.489643596885931,direct_da,direct,390.0,390.0,400.0,0.05861915738284649
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,5,0.07489643596885934,2.9958574387543733,4.293576006371215,7.489643596885931,direct_da,direct,390.0,390.0,400.0,0.07273301120447653
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,10766.0,21.97142857142857,21.97142857142857,3,0.10241235635996918,6.827490423997945,7.40711610619951,10.241235635996915,direct_da,direct,490.0,490.0,361.0,0.05676022221971445
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,650.0,True,smoothed_direct_da,650.0,12871.0,19.801538461538463,19.801538461538463,3,0.05382284563389371,3.5881897089262473,3.8058508940997884,5.382284563389373,direct_da,direct,650.0,650.0,386.0,0.13146840645713803
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,650.0,True,smoothed_direct_da,650.0,12871.0,19.801538461538463,19.801538461538463,4,0.055434100512183025,2.771705025609151,3.573364693513723,5.5434100512183,direct_da,direct,650.0,650.0,386.0,0.23086849055000427
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,420.0,True,smoothed_direct_da,420.0,8616.0,20.514285714285716,20.514285714285716,2,0.08079652473802892,8.079652473802893,8.079652473802893,8.079652473802895,direct_da,direct,420.0,420.0,400.0,0.0552653940989155
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,395.0,True,smoothed_direct_da,395.0,8613.0,21.80506329113924,21.80506329113924,3,0.05294322535701845,3.5295483571345634,4.290001828153153,5.294322535701845,direct_da,direct,395.0,395.0,400.0,0.01265822784810088
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,745.0,True,smoothed_direct_da,745.0,15417.0,20.693959731543625,20.693959731543625,2,0.061973338069672076,6.197333806967207,6.197333806967207,6.197333806967209,direct_da,direct,745.0,745.0,384.0,0.03487777584734321
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,745.0,True,smoothed_direct_da,745.0,15417.0,20.693959731543625,20.693959731543625,3,0.05797748758996543,3.8651658393310284,4.636410479659876,5.797748758996546,direct_da,direct,745.0,745.0,384.0,0.09117586021713352
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,1582.0,6.328,6.328,4,0.6200000000000001,31.000000000000007,37.31490803401256,60.35651074589128,direct_da,direct,250.0,250.0,21.0,0.7717690773265099
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,5714.0,23.322448979591837,23.322448979591837,5,0.10958047902395118,4.383219160958047,5.42159905285706,8.122191823876909,direct_da,direct,245.0,245.0,210.0,0.33715024225492835
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,8616.0,20.76144578313253,20.76144578313253,5,0.07234089561588973,2.8936358246355893,3.9517548129901234,7.234089561588974,direct_da,direct,415.0,415.0,400.0,0.42757737471632407
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,775.0,True,smoothed_direct_da,775.0,8616.0,11.11741935483871,11.11741935483871,11,0.2862970617306137,5.205401122374795,6.579042021211751,12.785964596998827,direct_da,direct,775.0,775.0,400.0,0.5245381250462791
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,420.0,True,smoothed_direct_da,420.0,8616.0,20.514285714285716,20.514285714285716,3,0.09132510943095903,6.088340628730602,6.6712654511454765,9.132510943095905,direct_da,direct,420.0,420.0,400.0,0.15389344783926695
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,400.0,True,smoothed_direct_da,400.0,8290.0,20.725,20.725,2,0.022904101326899892,2.2904101326899893,2.2904101326899893,2.2904101326899906,direct_da,direct,400.0,400.0,388.0,0.12475928557130767
person,sex,tier_1,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,15546.0,40.37922077922078,40.37922077922078,2,0.020702698819256127,2.0702698819256127,2.0702698819256127,2.0702698819256184,direct_da,direct,385.0,385.0,222.0,0.04713741520988096
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,15546.0,40.37922077922078,40.37922077922078,15,0.16912105005505237,2.254947334067365,3.4717413040755334,8.970529020702699,direct_da,direct,385.0,385.0,222.0,0.32446025745334695
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8616.0,39.163636363636364,39.163636363636364,5,0.05472904532793113,2.1891618131172454,2.4434228079387132,4.19515489153372,direct_da,direct,220.0,220.0,225.0,0.12152301697889732
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,215.0,True,smoothed_direct_da,215.0,8616.0,40.074418604651164,40.074418604651164,5,0.05658860745827127,2.2635442983308507,2.543259131716177,3.629969121806914,direct_da,direct,215.0,215.0,225.0,0.17552777116133858
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,10766.0,36.49491525423729,36.49491525423729,3,0.041533767636344185,2.7689178424229457,3.080148822668201,4.153376763634419,direct_da,direct,295.0,295.0,207.0,0.0679711088997299
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,12871.0,37.30724637681159,37.30724637681159,3,0.10331055434135156,6.887370289423438,7.376656452271814,10.331055434135157,direct_da,direct,345.0,345.0,221.0,0.14534524528444118
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,12871.0,37.30724637681159,37.30724637681159,4,0.01547124813787653,0.7735624068938265,0.8816973372389246,1.338026503801941,direct_da,direct,345.0,345.0,221.0,0.11230347632193245
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,8616.0,35.9,35.9,2,0.005512999071494856,0.5512999071494856,0.5512999071494856,0.5512999071494884,direct_da,direct,240.0,240.0,225.0,0.0915790654986363
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8613.0,39.15,39.15,3,0.03021595262974574,2.014396841983049,2.4346211978573087,3.0215952629745746,direct_da,direct,220.0,220.0,225.0,0.029417062027232616
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,465.0,True,smoothed_direct_da,465.0,15417.0,33.15483870967742,33.15483870967742,2,0.009869708135342839,0.9869708135342838,0.9869708135342838,0.9869708135342853,direct_da,direct,465.0,465.0,222.0,0.21107076313076156
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,465.0,True,smoothed_direct_da,465.0,15417.0,33.15483870967742,33.15483870967742,3,0.055841164027142225,3.7227442684761485,3.9908138203924937,5.584116402714222,direct_da,direct,465.0,465.0,222.0,0.2582721444372634
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,130.0,True,smoothed_direct_da,130.0,1582.0,12.169230769230769,12.169230769230769,4,0.8461538461538461,42.30769230769231,51.22622358810034,82.9718953612759,direct_da,direct,130.0,130.0,13.0,0.9414832625801868
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,130.0,True,smoothed_direct_da,130.0,5714.0,43.95384615384615,43.95384615384615,5,0.15439810452061065,6.175924180824426,7.713769652383043,12.96545596510595,direct_da,direct,130.0,130.0,112.0,0.3308365746083536
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,8616.0,35.9,35.9,5,0.07178505106778085,2.8714020427112343,3.5218020152734826,5.483983286908075,direct_da,direct,240.0,240.0,225.0,0.22275189307679044
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,450.0,True,smoothed_direct_da,450.0,8616.0,19.14666666666667,19.14666666666667,11,0.23611111111111108,4.292929292929292,5.490498906838064,11.388115134633237,direct_da,direct,450.0,450.0,225.0,0.5488083100423528
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,8616.0,35.9,35.9,3,0.08180129990714952,5.453419993809968,6.30170820848281,8.180129990714951,direct_da,direct,240.0,240.0,225.0,0.2545705424707586
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8290.0,37.68181818181818,37.68181818181818,2,0.017222283145081688,1.7222283145081687,1.7222283145081687,1.72222831450817,direct_da,direct,220.0,220.0,220.0,0.07524072239276397
person,sex,tier_1,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,15546.0,37.46024096385542,37.46024096385542,2,0.004801917046805493,0.4801917046805493,0.4801917046805493,0.48019170468055483,direct_da,direct,415.0,415.0,219.0,0.07224809129107435
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,15546.0,37.46024096385542,37.46024096385542,15,0.123249462535592,1.6433261671412267,2.068653222466879,4.819277108433735,direct_da,direct,415.0,415.0,219.0,0.2848198617458772
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,8616.0,37.46086956521739,37.46086956521739,5,0.1194895240402083,4.779580961608332,6.212904470705979,11.948952404020824,direct_da,direct,230.0,230.0,225.0,0.208457264702401
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,8616.0,37.46086956521739,37.46086956521739,5,0.11948952404020828,4.779580961608331,6.041885149324133,11.948952404020824,direct_da,direct,230.0,230.0,225.0,0.17138507710365278
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,10766.0,43.064,43.064,3,0.08322868289058143,5.548578859372095,5.9357994429988885,8.322868289058139,direct_da,direct,250.0,250.0,204.0,0.21314039718147829
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,380.0,True,smoothed_direct_da,380.0,12871.0,33.87105263157895,33.87105263157895,3,0.07022110088366751,4.681406725577833,4.990624748713143,7.022110088366751,direct_da,direct,380.0,380.0,219.0,0.09872474317304043
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,380.0,True,smoothed_direct_da,380.0,12871.0,33.87105263157895,33.87105263157895,4,0.04805580885630281,2.4027904428151405,2.5964553204894267,3.681061873080649,direct_da,direct,380.0,380.0,219.0,0.22251256948606246
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,215.0,True,smoothed_direct_da,215.0,8616.0,40.074418604651164,40.074418604651164,2,0.18876994666493926,18.876994666493925,18.876994666493925,18.87699466649393,direct_da,direct,215.0,215.0,225.0,0.05274758308582661
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,8613.0,36.65106382978723,36.65106382978723,3,0.03216315762170495,2.1442105081136633,2.3022539885581046,3.2163157621704963,direct_da,direct,235.0,235.0,225.0,0.10298152448866879
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,430.0,True,smoothed_direct_da,430.0,15417.0,35.853488372093025,35.853488372093025,2,0.0799027349754348,7.99027349754348,7.99027349754348,7.990273497543485,direct_da,direct,430.0,430.0,219.0,0.040331403188611246
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,430.0,True,smoothed_direct_da,430.0,15417.0,35.853488372093025,35.853488372093025,3,0.14835933151413946,9.89062210094263,10.840641902532097,14.835933151413949,direct_da,direct,430.0,430.0,219.0,0.09124847740960954
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,155.0,True,smoothed_direct_da,155.0,1582.0,10.206451612903226,10.206451612903226,4,0.8222747848782677,41.113739243913386,49.502944805937474,82.22747848782677,direct_da,direct,155.0,155.0,20.0,1.1418664505267684
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,150.0,True,smoothed_direct_da,150.0,5714.0,38.093333333333334,38.093333333333334,5,0.07782055769455139,3.1128223077820554,4.160863489668996,7.78205576945514,direct_da,direct,150.0,150.0,123.0,0.3619464692655888
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,205.0,True,smoothed_direct_da,205.0,8616.0,42.02926829268293,42.02926829268293,5,0.09806485947867835,3.922594379147134,5.208142197572528,9.251364449577643,direct_da,direct,205.0,205.0,225.0,0.3151665989250808
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,410.0,True,smoothed_direct_da,410.0,8616.0,21.014634146341464,21.014634146341464,11,0.3929388318952827,7.14434239809605,9.970086422750612,21.062911882600723,direct_da,direct,410.0,410.0,225.0,0.6656356919232377
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,215.0,True,smoothed_direct_da,215.0,8616.0,40.074418604651164,40.074418604651164,3,0.08994083479087044,5.996055652724696,6.621763101822871,8.994083479087045,direct_da,direct,215.0,215.0,225.0,0.07873957135253648
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,200.0,True,smoothed_direct_da,200.0,8290.0,41.45,41.45,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,200.0,200.0,222.0,0.12185825611612269
person,sex,tier_1,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,15546.0,29.332075471698115,29.332075471698115,2,0.010656141602887609,1.065614160288761,1.065614160288761,1.0656141602887637,direct_da,direct,530.0,530.0,234.0,0.10050312447821846
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,15546.0,29.332075471698115,29.332075471698115,15,0.12926943532158972,1.7235924709545294,2.8925601126643223,9.284800555381596,direct_da,direct,530.0,530.0,235.0,0.27054397511241773
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,8616.0,37.46086956521739,37.46086956521739,5,0.2081012070566388,8.324048282265553,10.596944304337105,18.470691534455607,direct_da,direct,230.0,230.0,245.0,0.20078281589054578
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,5,0.2202030394330434,8.808121577321735,11.565151751644228,20.46714228867034,direct_da,direct,245.0,245.0,245.0,0.15423937973308663
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,405.0,True,smoothed_direct_da,405.0,10766.0,26.582716049382714,26.582716049382714,3,0.044463250791816025,2.964216719454402,3.246409276989346,4.446325079181602,direct_da,direct,405.0,405.0,213.0,0.21702988604455276
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,440.0,True,smoothed_direct_da,440.0,12871.0,29.25227272727273,29.25227272727273,3,0.21925258332685885,14.616838888457256,15.712187891632235,21.925258332685882,direct_da,direct,440.0,440.0,234.0,0.13491593869063928
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,440.0,True,smoothed_direct_da,440.0,12871.0,29.25227272727273,29.25227272727273,4,0.045793573996510836,2.289678699825542,2.4822309864063885,3.540552757785298,direct_da,direct,440.0,440.0,234.0,0.18538303962049216
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,255.0,True,smoothed_direct_da,255.0,8616.0,33.78823529411765,33.78823529411765,2,0.04105221475776935,4.105221475776935,4.105221475776935,4.105221475776938,direct_da,direct,255.0,255.0,245.0,0.17842899254398303
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8613.0,35.155102040816324,35.155102040816324,3,0.029502152654862005,1.9668101769908002,2.376356311043628,2.950215265486201,direct_da,direct,245.0,245.0,245.0,0.018076448437758606
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,540.0,True,smoothed_direct_da,540.0,15417.0,28.55,28.55,2,0.07707400921061168,7.707400921061168,7.707400921061168,7.707400921061169,direct_da,direct,540.0,540.0,234.0,0.11716047402492019
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,540.0,True,smoothed_direct_da,540.0,15417.0,28.55,28.55,3,0.0955925277291302,6.372835181942013,6.78418730784643,9.559252772913018,direct_da,direct,540.0,540.0,234.0,0.1643900433307098
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,205.0,True,smoothed_direct_da,205.0,1582.0,7.717073170731707,7.717073170731707,4,0.7317073170731708,36.585365853658544,44.682738105500704,71.52724245320834,direct_da,direct,205.0,205.0,15.0,0.9498704798554337
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,215.0,True,smoothed_direct_da,215.0,5714.0,26.57674418604651,26.57674418604651,5,0.10168415397514062,4.0673661590056245,4.930923335472164,8.169652668679944,direct_da,direct,215.0,215.0,124.0,0.4343571366805991
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,5,0.07964773653193867,3.1859094612775465,3.568320592961681,4.223987645197353,direct_da,direct,245.0,245.0,245.0,0.11738264359917464
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,455.0,True,smoothed_direct_da,455.0,8616.0,18.936263736263736,18.936263736263736,11,0.23735549501566217,4.315554454830221,5.764002926969385,12.084085830603936,direct_da,direct,455.0,455.0,245.0,0.5622254009647034
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,3,0.0998012999071495,6.653419993809967,7.0638196254205905,9.980129990714953,direct_da,direct,250.0,250.0,245.0,0.16249448555589566
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,220.0,True,smoothed_direct_da,220.0,8290.0,37.68181818181818,37.68181818181818,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,220.0,220.0,243.0,0.009667731518560815
person,sex,tier_1,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,15546.0,29.332075471698115,29.332075471698115,2,0.02952406613118949,2.9524066131189493,2.9524066131189493,2.952406613118952,direct_da,direct,530.0,530.0,274.0,0.07473641795193996
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,530.0,True,smoothed_direct_da,530.0,15546.0,29.332075471698115,29.332075471698115,15,0.1388017059536033,1.8506894127147109,2.4916037389492702,5.660377358490567,direct_da,direct,530.0,530.0,274.0,0.30073094599563155
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,275.0,True,smoothed_direct_da,275.0,8616.0,31.330909090909092,31.330909090909092,5,0.05533679412509494,2.213471765003798,2.467268548851558,4.274288849497763,direct_da,direct,275.0,275.0,280.0,0.10310695496431083
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8616.0,30.771428571428572,30.771428571428572,5,0.029184905159835496,1.1673962063934198,1.4986423957653232,2.865101472343806,direct_da,direct,280.0,280.0,280.0,0.046075430506754764
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,315.0,True,smoothed_direct_da,315.0,10766.0,34.17777777777778,34.17777777777778,3,0.07973661939851796,5.3157746265678645,6.494516189498823,7.9736619398517945,direct_da,direct,315.0,315.0,246.0,0.13128340533503483
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,435.0,True,smoothed_direct_da,435.0,12871.0,29.588505747126437,29.588505747126437,3,0.046241349840191424,3.0827566560127617,3.380289169854553,4.624134984019139,direct_da,direct,435.0,435.0,272.0,0.12281430855508063
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,435.0,True,smoothed_direct_da,435.0,12871.0,29.588505747126437,29.588505747126437,4,0.035819631944574666,1.7909815972287333,2.055631661093782,3.120889248484296,direct_da,direct,435.0,435.0,272.0,0.19348023348902255
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8616.0,30.771428571428572,30.771428571428572,2,0.06206061811911391,6.2060618119113915,6.2060618119113915,6.206061811911392,direct_da,direct,280.0,280.0,280.0,0.1582220568127541
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,275.0,True,smoothed_direct_da,275.0,8613.0,31.32,31.32,3,0.05294322535701845,3.5295483571345634,4.290001828153153,5.294322535701845,direct_da,direct,275.0,275.0,280.0,0.01818181818181795
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,475.0,True,smoothed_direct_da,475.0,15417.0,32.456842105263156,32.456842105263156,2,0.04661020131570413,4.661020131570413,4.661020131570413,4.661020131570415,direct_da,direct,475.0,475.0,272.0,0.03239936523257035
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,470.0,True,smoothed_direct_da,470.0,15417.0,32.80212765957447,32.80212765957447,3,0.05583088025238783,3.722058683492522,4.4371630508841,5.58308802523878,direct_da,direct,470.0,470.0,272.0,0.14950731875882203
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,1582.0,9.04,9.04,4,0.7714285714285715,38.57142857142858,47.457818263981906,75.49936788874842,direct_da,direct,175.0,175.0,21.0,0.928036614005009
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,5714.0,32.651428571428575,32.651428571428575,5,0.15877293864693237,6.350917545877295,8.852414045192965,15.877293864693234,direct_da,direct,175.0,175.0,130.0,0.3418481507233381
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,275.0,True,smoothed_direct_da,275.0,8616.0,31.330909090909092,31.330909090909092,5,0.17223136659069804,6.889254663627923,8.95915267290672,17.223136659069805,direct_da,direct,275.0,275.0,280.0,0.31204875355494116
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,510.0,True,smoothed_direct_da,510.0,8616.0,16.894117647058824,16.894117647058824,11,0.3288546616418155,5.979175666214827,8.405735752813351,17.85870336992736,direct_da,direct,510.0,510.0,279.0,0.5801453819911044
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8616.0,30.771428571428572,30.771428571428572,3,0.09608701419286378,6.405800946190919,6.933710607705019,9.60870141928638,direct_da,direct,280.0,280.0,280.0,0.40726425435368147
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8290.0,33.83673469387755,33.83673469387755,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,245.0,245.0,268.0,0.09101101409910681
